"POLITICAL_UNIT","NAME","WGMS_ID","YEAR","LOWER_BOUND","UPPER_BOUND","AREA","WINTER_BALANCE","WINTER_BALANCE_UNC","SUMMER_BALANCE","SUMMER_BALANCE_UNC","ANNUAL_BALANCE","ANNUAL_BALANCE_UNC","REMARKS"
"CH","CLARIDENFIRN",2660,2014,3200,3207,0.0006300,0,,0,,0,," Bs calculated from reported Bw and Ba."
"CH","CLARIDENFIRN",2660,2014,9999,9999,5.1293700,1439,,-1940,,-501,,"Mass balance includes estimates for frontal calving. Bs calculated from reported Bw and Ba."
"CH","CLARIDENFIRN",2660,2015,2500,2600,0.0706200,1189,100.0000,-8193,100.0000,-7004,1000.000,"Frontal break-off of ice attributed to two lowermost elev. bands"
"CH","CLARIDENFIRN",2660,2015,2600,2700,0.7549999,1602,100.0000,-4692,100.0000,-3090,200.0000,"Frontal break-off of ice attributed to two lowermost elev. bands"
"CH","CLARIDENFIRN",2660,2015,2700,2800,0.6924999,1670,100.0000,-3471,100.0000,-1801,200.0000,
"CH","CLARIDENFIRN",2660,2015,2800,2900,1.3043800,1794,100.0000,-2758,100.0000,-964,200.0000,
"CH","CLARIDENFIRN",2660,2015,2900,3000,1.4974999,1678,100.0000,-2278,100.0000,-600,200.0000,
"CH","CLARIDENFIRN",2660,2015,3000,3100,0.1937499,1788,100.0000,-1606,100.0000,182,200.0000,
"CH","CLARIDENFIRN",2660,2015,3100,3200,0.0312500,1363,100.0000,-1370,100.0000,-7,200.0000,
"CH","CLARIDENFIRN",2660,2015,3200,3300,0.0056199,0,100.0000,0,100.0000,0,200.0000,
"CH","CLARIDENFIRN",2660,2015,9999,9999,4.5506300,1690,100.0000,-3052,100.0000,-1362,200.0000,"Frontal break-off of ice attributed to two lowermost elev. bands"
"CH","CLARIDENFIRN",2660,2016,2500,2600,0.0706200,1263,,-6927,,-5664,," Bs calculated from reported Bw and Ba."
"CH","CLARIDENFIRN",2660,2016,2600,2700,0.7550000,1690,,-3266,,-1576,," Bs calculated from reported Bw and Ba."
"CH","CLARIDENFIRN",2660,2016,2700,2800,0.6925000,1691,,-2193,,-502,," Bs calculated from reported Bw and Ba."
"CH","CLARIDENFIRN",2660,2016,2800,2900,1.3043800,1784,,-1884,,-100,," Bs calculated from reported Bw and Ba."
"CH","CLARIDENFIRN",2660,2016,2900,3000,1.4975000,1648,,-1628,,20,," Bs calculated from reported Bw and Ba."
"CH","CLARIDENFIRN",2660,2016,3000,3100,0.1937500,1755,,-1258,,497,," Bs calculated from reported Bw and Ba."
"CH","CLARIDENFIRN",2660,2016,3100,3200,0.0312500,1353,,-1043,,310,," Bs calculated from reported Bw and Ba."
"CH","CLARIDENFIRN",2660,2016,3200,3300,0.0056200,0,,0,,0,," Bs calculated from reported Bw and Ba."
"CH","CLARIDENFIRN",2660,2016,9999,9999,4.5506300,1694,,-2118,,-424,,"Glacier influenced by dry calving."
"CH","CLARIDENFIRN",2660,2017,2500,2600,0.0706200,1169,,,,-5579,,"Very negative MB values in the lowest elevation bands are due to frontal break-off estimates from modelling."
"CH","CLARIDENFIRN",2660,2017,2600,2700,0.7550000,1522,,,,-1968,,
"CH","CLARIDENFIRN",2660,2017,2700,2800,0.6925000,1488,,,,-1181,,
"CH","CLARIDENFIRN",2660,2017,2800,2900,1.3043800,1529,,,,-948,,
"CH","CLARIDENFIRN",2660,2017,2900,3000,1.4975000,1396,,,,-974,,
"CH","CLARIDENFIRN",2660,2017,3000,3100,0.1937500,1469,,,,-198,,
"CH","CLARIDENFIRN",2660,2017,3100,3200,0.0312500,1116,,,,-455,,
"CH","CLARIDENFIRN",2660,2017,3200,3300,0.0056200,0,,,,0,,
"CH","CLARIDENFIRN",2660,2017,9999,9999,4.5506300,1465,,-2661,,-1196,,"Mass balance includes estimates for frontal calving."
"CH","CLARIDENFIRN",2660,2018,9999,9999,,,,,,-1480,,
"CH","CORBASSIERE",366,1997,9999,9999,16.1775000,969,,-961,,8,," Bs calculated from reported Bw and Ba."
"CH","CORBASSIERE",366,1998,9999,9999,16.0712500,816,,-2338,,-1522,," Bs calculated from reported Bw and Ba."
"CH","CORBASSIERE",366,1999,9999,9999,16.0218800,1269,,-1340,,-71,," Bs calculated from reported Bw and Ba."
"CH","CORBASSIERE",366,2000,9999,9999,16.0200000,1005,,-1643,,-638,," Bs calculated from reported Bw and Ba."
"CH","CORBASSIERE",366,2001,9999,9999,16.0200000,1691,,-1653,,38,," Bs calculated from reported Bw and Ba."
"CH","CORBASSIERE",366,2002,9999,9999,16.0200000,648,,-1218,,-570,," Bs calculated from reported Bw and Ba."
"CH","CORBASSIERE",366,2003,9999,9999,16.0093700,1104,,-2626,,-1522,," Bs calculated from reported Bw and Ba."
"CH","CORBASSIERE",366,2004,9999,9999,16.0093700,1199,,-1796,,-597,," Bs calculated from reported Bw and Ba."
"CH","CORBASSIERE",366,2005,9999,9999,16.0093700,938,,-1767,,-829,," Bs calculated from reported Bw and Ba."
"CH","CORBASSIERE",366,2006,9999,9999,16.0093700,777,,-1742,,-965,," Bs calculated from reported Bw and Ba."
"CH","CORBASSIERE",366,2007,9999,9999,16.0093700,900,,-1410,,-510,," Bs calculated from reported Bw and Ba."
"CH","CORBASSIERE",366,2008,9999,9999,16.0093700,862,,-2004,,-1142,," Bs calculated from reported Bw and Ba."
"CH","CORBASSIERE",366,2009,9999,9999,16.0093700,1473,,-2500,,-1027,," Bs calculated from reported Bw and Ba."
"CH","CORBASSIERE",366,2010,9999,9999,16.0093700,762,,-1737,,-975,," Bs calculated from reported Bw and Ba."
"CH","CORBASSIERE",366,2011,9999,9999,16.0093700,738,,-1989,,-1251,," Bs calculated from reported Bw and Ba."
"CH","CORBASSIERE",366,2012,9999,9999,16.0093700,1154,,-2624,,-1470,," Bs calculated from reported Bw and Ba."
"CH","CORBASSIERE",366,2013,9999,9999,16.0093700,1208,,-1657,,-449,," Bs calculated from reported Bw and Ba."
"CH","CORBASSIERE",366,2014,9999,9999,16.0093700,1202,,-1423,,-221,," Bs calculated from reported Bw and Ba."
"CH","CORBASSIERE",366,2015,2300,2400,0.0799999,,,,,-5383,200.0000,
"CH","CORBASSIERE",366,2015,2400,2500,0.3600000,,,,,-5157,200.0000,
"CH","CORBASSIERE",366,2015,2500,2600,0.4799999,,,,,-4476,200.0000,
"CH","CORBASSIERE",366,2015,2600,2700,1.0868799,,,,,-4305,200.0000,
"CH","CORBASSIERE",366,2015,2700,2800,0.7099999,,,,,-3386,200.0000,
"CH","CORBASSIERE",366,2015,2800,2900,0.6637499,,,,,-2393,200.0000,
"CH","CORBASSIERE",366,2015,2900,3000,0.8893799,,,,,-2075,200.0000,
"CH","CORBASSIERE",366,2015,3000,3100,1.6487499,,,,,-1770,200.0000,
"CH","CORBASSIERE",366,2015,3100,3200,1.0087499,,,,,-1080,200.0000,
"CH","CORBASSIERE",366,2015,3200,3300,1.5518699,,,,,-971,200.0000,
"CH","CORBASSIERE",366,2015,3300,3400,2.3437500,,,,,-622,200.0000,
"CH","CORBASSIERE",366,2015,3400,3500,1.3637499,,,,,-260,200.0000,
"CH","CORBASSIERE",366,2015,3500,3600,0.9225000,,,,,-55,200.0000,
"CH","CORBASSIERE",366,2015,3600,3700,0.4162499,,,,,139,200.0000,
"CH","CORBASSIERE",366,2015,3700,3800,0.3100000,,,,,213,200.0000,
"CH","CORBASSIERE",366,2015,3800,3900,0.2468799,,,,,271,200.0000,
"CH","CORBASSIERE",366,2015,3900,4000,0.2237499,,,,,237,200.0000,
"CH","CORBASSIERE",366,2015,4000,4100,0.5331199,,,,,123,200.0000,
"CH","CORBASSIERE",366,2015,4100,4200,0.2406300,,,,,134,200.0000,
"CH","CORBASSIERE",366,2015,4200,4300,0.0793799,,,,,109,200.0000,
"CH","CORBASSIERE",366,2015,4300,4400,0.0062500,,,,,-7,200.0000,
"CH","CORBASSIERE",366,2015,9999,9999,15.1656303,,,,,-1449,200.0000,
"CH","CORBASSIERE",366,2016,2300,2400,0.0800000,,,,,-4263,,
"CH","CORBASSIERE",366,2016,2400,2500,0.3600000,,,,,-3984,,
"CH","CORBASSIERE",366,2016,2500,2600,0.4800000,,,,,-3201,,
"CH","CORBASSIERE",366,2016,2600,2700,1.0868800,,,,,-2919,,
"CH","CORBASSIERE",366,2016,2700,2800,0.7100000,,,,,-1952,,
"CH","CORBASSIERE",366,2016,2800,2900,0.6637500,,,,,-995,,
"CH","CORBASSIERE",366,2016,2900,3000,0.8893800,,,,,-705,,
"CH","CORBASSIERE",366,2016,3000,3100,1.6487500,,,,,-440,,
"CH","CORBASSIERE",366,2016,3100,3200,1.0087500,,,,,68,,
"CH","CORBASSIERE",366,2016,3200,3300,1.5518700,,,,,46,,
"CH","CORBASSIERE",366,2016,3300,3400,2.3437500,,,,,197,,
"CH","CORBASSIERE",366,2016,3400,3500,1.3637500,,,,,391,,
"CH","CORBASSIERE",366,2016,3500,3600,0.9225000,,,,,533,,
"CH","CORBASSIERE",366,2016,3600,3700,0.4162500,,,,,711,,
"CH","CORBASSIERE",366,2016,3700,3800,0.3100000,,,,,775,,
"CH","CORBASSIERE",366,2016,3800,3900,0.2468800,,,,,813,,
"CH","CORBASSIERE",366,2016,3900,4000,0.2237500,,,,,726,,
"CH","CORBASSIERE",366,2016,4000,4100,0.5331200,,,,,632,,
"CH","CORBASSIERE",366,2016,4100,4200,0.2406300,,,,,603,,
"CH","CORBASSIERE",366,2016,4200,4300,0.0793800,,,,,501,,
"CH","CORBASSIERE",366,2016,4300,4400,0.0062500,,,,,344,,
"CH","CORBASSIERE",366,2016,9999,9999,15.1656300,,,,,-450,,
"CH","CORBASSIERE",366,2017,2300,2400,0.0493800,639,,,,-5268,,
"CH","CORBASSIERE",366,2017,2400,2500,0.3206200,673,,,,-5033,,
"CH","CORBASSIERE",366,2017,2500,2600,0.4662500,782,,,,-4358,,
"CH","CORBASSIERE",366,2017,2600,2700,1.0868800,875,,,,-4093,,
"CH","CORBASSIERE",366,2017,2700,2800,0.7100000,938,,,,-3157,,
"CH","CORBASSIERE",366,2017,2800,2900,0.6637500,1020,,,,-2188,,
"CH","CORBASSIERE",366,2017,2900,3000,0.8893800,1076,,,,-1898,,
"CH","CORBASSIERE",366,2017,3000,3100,1.6487500,1128,,,,-1652,,
"CH","CORBASSIERE",366,2017,3100,3200,1.0087500,1140,,,,-1030,,
"CH","CORBASSIERE",366,2017,3200,3300,1.5518700,1066,,,,-971,,
"CH","CORBASSIERE",366,2017,3300,3400,2.3437500,1010,,,,-637,,
"CH","CORBASSIERE",366,2017,3400,3500,1.3637500,949,,,,-243,,
"CH","CORBASSIERE",366,2017,3500,3600,0.9225000,871,,,,4,,
"CH","CORBASSIERE",366,2017,3600,3700,0.4162500,804,,,,230,,
"CH","CORBASSIERE",366,2017,3700,3800,0.3100000,716,,,,339,,
"CH","CORBASSIERE",366,2017,3800,3900,0.2468800,645,,,,420,,
"CH","CORBASSIERE",366,2017,3900,4000,0.2237500,545,,,,401,,
"CH","CORBASSIERE",366,2017,4000,4100,0.5331200,502,,,,321,,
"CH","CORBASSIERE",366,2017,4100,4200,0.2406300,443,,,,332,,
"CH","CORBASSIERE",366,2017,4200,4300,0.0793800,343,,,,292,,
"CH","CORBASSIERE",366,2017,4300,4400,0.0062500,256,,,,172,,
"CH","CORBASSIERE",366,2017,9999,9999,15.0818800,943,,-2279,,-1336,,
"CH","CORBASSIERE",366,2018,9999,9999,,,,,,-922,,
"CH","CORVATSCH SOUTH",4535,2014,2950,3000,0.0030000,1128,30.00000,-1508,10.00000,-380,30.00000,
"CH","CORVATSCH SOUTH",4535,2014,3000,3050,0.0051000,1141,30.00000,-1223,10.00000,-82,30.00000,
"CH","CORVATSCH SOUTH",4535,2014,3050,3100,0.0091000,1189,30.00000,-1405,10.00000,-216,30.00000,
"CH","CORVATSCH SOUTH",4535,2014,3100,3150,0.0081000,1177,30.00000,-1239,10.00000,-62,30.00000,
"CH","CORVATSCH SOUTH",4535,2014,3150,3200,0.0232000,996,30.00000,-1245,10.00000,-248,30.00000,
"CH","CORVATSCH SOUTH",4535,2014,3200,3250,0.0609000,1004,30.00000,-1099,30.00000,-95,40.00000,
"CH","CORVATSCH SOUTH",4535,2014,3250,3300,0.0695000,1099,30.00000,-972,30.00000,126,40.00000,
"CH","CORVATSCH SOUTH",4535,2014,3300,3350,0.0314000,1238,30.00000,-581,30.00000,657,40.00000,
"CH","CORVATSCH SOUTH",4535,2014,3350,3400,0.0132000,1241,30.00000,-369,30.00000,871,40.00000,
"CH","CORVATSCH SOUTH",4535,2014,3400,3450,0.0022000,1148,30.00000,-282,30.00000,865,40.00000,
"CH","CORVATSCH SOUTH",4535,2014,9999,9999,0.2257000,1099,30.00000,-978,20.00000,120,30.00000,
"CH","CORVATSCH SOUTH",4535,2015,2950,3000,0.0030000,874,100.0000,-2896,200.0000,-2022,200.0000,
"CH","CORVATSCH SOUTH",4535,2015,3000,3050,0.0051000,877,100.0000,-2345,200.0000,-1468,200.0000,
"CH","CORVATSCH SOUTH",4535,2015,3050,3100,0.0091000,864,100.0000,-2942,200.0000,-2078,200.0000,
"CH","CORVATSCH SOUTH",4535,2015,3100,3150,0.0081000,901,100.0000,-2651,200.0000,-1750,200.0000,
"CH","CORVATSCH SOUTH",4535,2015,3150,3200,0.0231999,883,100.0000,-2891,200.0000,-2008,200.0000,
"CH","CORVATSCH SOUTH",4535,2015,3200,3250,0.0608999,745,100.0000,-2933,200.0000,-2188,200.0000,
"CH","CORVATSCH SOUTH",4535,2015,3250,3300,0.0694999,786,100.0000,-2398,200.0000,-1612,200.0000,
"CH","CORVATSCH SOUTH",4535,2015,3300,3350,0.0313999,885,100.0000,-1680,200.0000,-795,200.0000,
"CH","CORVATSCH SOUTH",4535,2015,9999,9999,0.2257000,812,100.0000,-2455,200.0000,-1643,200.0000,
"CH","CORVATSCH SOUTH",4535,2016,2950,3000,0.0030000,536,100.0000,-1257,200.0000,-721,200.0000,
"CH","CORVATSCH SOUTH",4535,2016,3000,3050,0.0051000,506,100.0000,-1052,200.0000,-546,200.0000,
"CH","CORVATSCH SOUTH",4535,2016,3050,3100,0.0091000,495,100.0000,-1742,200.0000,-1247,200.0000,
"CH","CORVATSCH SOUTH",4535,2016,3100,3150,0.0081000,503,100.0000,-1493,200.0000,-990,200.0000,
"CH","CORVATSCH SOUTH",4535,2016,3150,3200,0.0232000,503,100.0000,-1662,200.0000,-1159,200.0000,
"CH","CORVATSCH SOUTH",4535,2016,3200,3250,0.0609000,522,100.0000,-1659,200.0000,-1137,200.0000,
"CH","CORVATSCH SOUTH",4535,2016,3250,3300,0.0695000,647,100.0000,-1397,200.0000,-750,200.0000,
"CH","CORVATSCH SOUTH",4535,2016,3300,3350,0.0314000,762,100.0000,-725,200.0000,37,200.0000,
"CH","CORVATSCH SOUTH",4535,2016,3350,3400,0.0132000,724,100.0000,-604,200.0000,120,200.0000,
"CH","CORVATSCH SOUTH",4535,2016,3400,3450,0.0022000,699,100.0000,-569,200.0000,130,200.0000,
"CH","CORVATSCH SOUTH",4535,2016,9999,9999,0.2257000,603,100.0000,-1354,200.0000,-751,200.0000,
"CH","CORVATSCH SOUTH",4535,2017,3000,3050,0.0005000,413,,,,-1295,,
"CH","CORVATSCH SOUTH",4535,2017,3050,3100,0.0084000,431,,,,-1768,,
"CH","CORVATSCH SOUTH",4535,2017,3100,3150,0.0053000,441,,,,-1672,,
"CH","CORVATSCH SOUTH",4535,2017,3150,3200,0.0212000,287,,,,-2443,,
"CH","CORVATSCH SOUTH",4535,2017,3200,3250,0.0607000,275,,,,-2433,,
"CH","CORVATSCH SOUTH",4535,2017,3250,3300,0.0808000,392,,,,-1941,,
"CH","CORVATSCH SOUTH",4535,2017,3300,3350,0.0312000,422,,,,-1359,,
"CH","CORVATSCH SOUTH",4535,2017,3350,3400,0.0114000,398,,,,-1048,,
"CH","CORVATSCH SOUTH",4535,2017,3400,3450,0.0017000,357,,,,-1239,,
"CH","CORVATSCH SOUTH",4535,2017,9999,9999,0.2212000,356,,-2332,,-1976,,
"CH","CORVATSCH SOUTH",4535,2018,9999,9999,,,,,,-1832,,
"CH","FINDELEN",389,2005,2500,2600,0.0700000,246,100.0000,-7219,200.0000,-6973,200.0000,
"CH","FINDELEN",389,2005,2600,2700,0.3931300,396,100.0000,-6093,200.0000,-5697,200.0000,
"CH","FINDELEN",389,2005,2700,2800,0.3150000,515,100.0000,-5484,200.0000,-4969,200.0000,
"CH","FINDELEN",389,2005,2800,2900,0.4012500,607,100.0000,-4415,200.0000,-3808,200.0000,
"CH","FINDELEN",389,2005,2900,3000,0.6093800,686,100.0000,-3259,200.0000,-2573,200.0000,
"CH","FINDELEN",389,2005,3000,3100,0.9650000,776,100.0000,-2391,200.0000,-1615,200.0000,
"CH","FINDELEN",389,2005,3100,3200,1.7600000,897,100.0000,-1757,200.0000,-860,200.0000,
"CH","FINDELEN",389,2005,3200,3300,1.8481300,986,100.0000,-953,200.0000,33,200.0000,
"CH","FINDELEN",389,2005,3300,3400,1.9406300,1089,100.0000,-805,200.0000,284,200.0000,
"CH","FINDELEN",389,2005,3400,3500,2.3743800,1130,100.0000,-558,200.0000,572,200.0000,
"CH","FINDELEN",389,2005,3500,3600,1.6168800,1075,100.0000,-354,200.0000,721,200.0000,
"CH","FINDELEN",389,2005,3600,3700,0.4456200,1013,100.0000,-213,200.0000,800,200.0000,
"CH","FINDELEN",389,2005,3700,3800,0.3037500,703,100.0000,-227,200.0000,476,200.0000,
"CH","FINDELEN",389,2005,3800,3900,0.2537500,687,100.0000,-144,200.0000,543,200.0000,
"CH","FINDELEN",389,2005,3900,4000,0.0106300,736,100.0000,-13,200.0000,723,200.0000,
"CH","FINDELEN",389,2005,9999,9999,13.3075300,941,100.0000,-1442,200.0000,-501,200.0000,
"CH","FINDELEN",389,2006,2500,2600,0.0493800,,,,,-7461,200.0000,
"CH","FINDELEN",389,2006,2600,2700,0.3775000,,,,,-6148,200.0000,
"CH","FINDELEN",389,2006,2700,2800,0.2868700,,,,,-5496,200.0000,
"CH","FINDELEN",389,2006,2800,2900,0.3912500,,,,,-3875,200.0000,
"CH","FINDELEN",389,2006,2900,3000,0.6000000,,,,,-2963,200.0000,
"CH","FINDELEN",389,2006,3000,3100,0.9593700,,,,,-2759,200.0000,
"CH","FINDELEN",389,2006,3100,3200,1.7581200,,,,,-1578,200.0000,
"CH","FINDELEN",389,2006,3200,3300,1.8481300,,,,,-603,200.0000,
"CH","FINDELEN",389,2006,3300,3400,1.9406300,,,,,211,200.0000,
"CH","FINDELEN",389,2006,3400,3500,2.3743800,,,,,531,200.0000,
"CH","FINDELEN",389,2006,3500,3600,1.6168800,,,,,707,200.0000,
"CH","FINDELEN",389,2006,3600,3700,0.4456200,,,,,823,200.0000,
"CH","FINDELEN",389,2006,3700,3800,0.3037500,,,,,526,200.0000,
"CH","FINDELEN",389,2006,3800,3900,0.2537500,,,,,644,200.0000,
"CH","FINDELEN",389,2006,3900,4000,0.0106300,,,,,886,200.0000,
"CH","FINDELEN",389,2006,9999,9999,13.2162600,,,,,-800,200.0000,
"CH","FINDELEN",389,2007,2500,2600,0.0700000,,,,,-6724,200.0000,
"CH","FINDELEN",389,2007,2600,2700,0.3662500,,,,,-5436,200.0000,
"CH","FINDELEN",389,2007,2700,2800,0.2725000,,,,,-4822,200.0000,
"CH","FINDELEN",389,2007,2800,2900,0.3737500,,,,,-3292,200.0000,
"CH","FINDELEN",389,2007,2900,3000,0.5950000,,,,,-2581,200.0000,
"CH","FINDELEN",389,2007,3000,3100,0.9643700,,,,,-1489,200.0000,
"CH","FINDELEN",389,2007,3100,3200,1.7450000,,,,,-472,200.0000,
"CH","FINDELEN",389,2007,3200,3300,1.8293800,,,,,129,200.0000,
"CH","FINDELEN",389,2007,3300,3400,1.9350000,,,,,459,200.0000,
"CH","FINDELEN",389,2007,3400,3500,2.4137500,,,,,693,200.0000,
"CH","FINDELEN",389,2007,3500,3600,1.5862500,,,,,806,200.0000,
"CH","FINDELEN",389,2007,3600,3700,0.4881200,,,,,853,200.0000,
"CH","FINDELEN",389,2007,3700,3800,0.3243800,,,,,583,200.0000,
"CH","FINDELEN",389,2007,3800,3900,0.2268700,,,,,601,200.0000,
"CH","FINDELEN",389,2007,3900,4000,0.0018700,,,,,685,200.0000,
"CH","FINDELEN",389,2007,9999,9999,13.1924900,,,,,-301,200.0000,
"CH","FINDELEN",389,2008,2500,2600,0.0543800,,,,,-6770,200.0000,
"CH","FINDELEN",389,2008,2600,2700,0.3562500,,,,,-5889,200.0000,
"CH","FINDELEN",389,2008,2700,2800,0.2700000,,,,,-5169,200.0000,
"CH","FINDELEN",389,2008,2800,2900,0.3693800,,,,,-3507,200.0000,
"CH","FINDELEN",389,2008,2900,3000,0.5912500,,,,,-2829,200.0000,
"CH","FINDELEN",389,2008,3000,3100,0.9643700,,,,,-2114,200.0000,
"CH","FINDELEN",389,2008,3100,3200,1.7450000,,,,,-1310,200.0000,
"CH","FINDELEN",389,2008,3200,3300,1.8293800,,,,,-447,200.0000,
"CH","FINDELEN",389,2008,3300,3400,1.9350000,,,,,33,200.0000,
"CH","FINDELEN",389,2008,3400,3500,2.4137500,,,,,315,200.0000,
"CH","FINDELEN",389,2008,3500,3600,1.5862500,,,,,500,200.0000,
"CH","FINDELEN",389,2008,3600,3700,0.4881200,,,,,624,200.0000,
"CH","FINDELEN",389,2008,3700,3800,0.3243800,,,,,395,200.0000,
"CH","FINDELEN",389,2008,3800,3900,0.2268700,,,,,479,200.0000,
"CH","FINDELEN",389,2008,3900,4000,0.0018700,,,,,652,200.0000,
"CH","FINDELEN",389,2008,9999,9999,13.1562500,,,,,-745,200.0000,
"CH","FINDELEN",389,2009,2500,2600,0.0793800,619,100.0000,-7627,200.0000,-7008,200.0000,
"CH","FINDELEN",389,2009,2600,2700,0.3181200,762,100.0000,-6597,200.0000,-5835,200.0000,
"CH","FINDELEN",389,2009,2700,2800,0.2525000,854,100.0000,-5704,200.0000,-4850,200.0000,
"CH","FINDELEN",389,2009,2800,2900,0.3475000,954,100.0000,-4218,200.0000,-3264,200.0000,
"CH","FINDELEN",389,2009,2900,3000,0.5825000,1057,100.0000,-3242,200.0000,-2185,200.0000,
"CH","FINDELEN",389,2009,3000,3100,0.9718800,1188,100.0000,-2746,200.0000,-1558,200.0000,
"CH","FINDELEN",389,2009,3100,3200,1.7318800,1367,100.0000,-1930,200.0000,-563,200.0000,
"CH","FINDELEN",389,2009,3200,3300,1.8131300,1515,100.0000,-1416,200.0000,99,200.0000,
"CH","FINDELEN",389,2009,3300,3400,1.9431300,1688,100.0000,-1176,200.0000,512,200.0000,
"CH","FINDELEN",389,2009,3400,3500,2.3687500,1774,100.0000,-945,200.0000,829,200.0000,
"CH","FINDELEN",389,2009,3500,3600,1.6237500,1709,100.0000,-700,200.0000,1009,200.0000,
"CH","FINDELEN",389,2009,3600,3700,0.4881200,1604,100.0000,-504,200.0000,1100,200.0000,
"CH","FINDELEN",389,2009,3700,3800,0.3131200,1111,100.0000,-482,200.0000,629,200.0000,
"CH","FINDELEN",389,2009,3800,3900,0.2400000,1084,100.0000,-368,200.0000,716,200.0000,
"CH","FINDELEN",389,2009,3900,4000,0.0031300,1152,100.0000,-223,200.0000,929,200.0000,
"CH","FINDELEN",389,2009,9999,9999,13.0768900,1482,100.0000,-1699,200.0000,-217,200.0000,
"CH","FINDELEN",389,2010,2500,2600,0.0818800,355,100.0000,-7039,200.0000,-6684,200.0000,
"CH","FINDELEN",389,2010,2600,2700,0.3081200,428,100.0000,-6018,200.0000,-5590,200.0000,
"CH","FINDELEN",389,2010,2700,2800,0.2387500,465,100.0000,-5353,200.0000,-4888,200.0000,
"CH","FINDELEN",389,2010,2800,2900,0.3543800,510,100.0000,-3931,200.0000,-3421,200.0000,
"CH","FINDELEN",389,2010,2900,3000,0.5918800,565,100.0000,-3251,200.0000,-2686,200.0000,
"CH","FINDELEN",389,2010,3000,3100,0.9793800,637,100.0000,-2791,200.0000,-2154,200.0000,
"CH","FINDELEN",389,2010,3100,3200,1.7368700,732,100.0000,-1925,200.0000,-1193,200.0000,
"CH","FINDELEN",389,2010,3200,3300,1.8343800,809,100.0000,-1055,200.0000,-246,200.0000,
"CH","FINDELEN",389,2010,3300,3400,1.9450000,903,100.0000,-615,200.0000,288,200.0000,
"CH","FINDELEN",389,2010,3400,3500,2.3575000,951,100.0000,-363,200.0000,588,200.0000,
"CH","FINDELEN",389,2010,3500,3600,1.6081300,909,100.0000,-174,200.0000,735,200.0000,
"CH","FINDELEN",389,2010,3600,3700,0.4393800,857,100.0000,-28,200.0000,829,200.0000,
"CH","FINDELEN",389,2010,3700,3800,0.3012500,593,100.0000,-92,200.0000,501,200.0000,
"CH","FINDELEN",389,2010,3800,3900,0.2518800,581,100.0000,15,200.0000,596,200.0000,
"CH","FINDELEN",389,2010,3900,4000,0.0106300,623,100.0000,183,200.0000,806,200.0000,
"CH","FINDELEN",389,2010,9999,9999,13.0394100,793,100.0000,-1335,200.0000,-542,200.0000,
"CH","FINDELEN",389,2011,2500,2600,0.0587500,283,100.0000,-8392,200.0000,-8109,200.0000,
"CH","FINDELEN",389,2011,2600,2700,0.2881300,381,100.0000,-7719,200.0000,-7338,200.0000,
"CH","FINDELEN",389,2011,2700,2800,0.2287500,457,100.0000,-6073,200.0000,-5616,200.0000,
"CH","FINDELEN",389,2011,2800,2900,0.3431300,530,100.0000,-4468,200.0000,-3938,200.0000,
"CH","FINDELEN",389,2011,2900,3000,0.5856200,607,100.0000,-3576,200.0000,-2969,200.0000,
"CH","FINDELEN",389,2011,3000,3100,0.9768800,700,100.0000,-2964,200.0000,-2264,200.0000,
"CH","FINDELEN",389,2011,3100,3200,1.7356300,816,100.0000,-2401,200.0000,-1585,200.0000,
"CH","FINDELEN",389,2011,3200,3300,1.8350000,910,100.0000,-1690,200.0000,-780,200.0000,
"CH","FINDELEN",389,2011,3300,3400,1.9443800,1018,100.0000,-1072,200.0000,-54,200.0000,
"CH","FINDELEN",389,2011,3400,3500,2.3562500,1073,100.0000,-728,200.0000,345,200.0000,
"CH","FINDELEN",389,2011,3500,3600,1.6081300,1025,100.0000,-418,200.0000,607,200.0000,
"CH","FINDELEN",389,2011,3600,3700,0.4387500,966,100.0000,-202,200.0000,764,200.0000,
"CH","FINDELEN",389,2011,3700,3800,0.3012500,668,100.0000,-201,200.0000,467,200.0000,
"CH","FINDELEN",389,2011,3800,3900,0.2518800,656,100.0000,-96,200.0000,560,200.0000,
"CH","FINDELEN",389,2011,3900,4000,0.0106300,702,100.0000,31,200.0000,733,200.0000,
"CH","FINDELEN",389,2011,9999,9999,12.9631600,887,100.0000,-1739,200.0000,-852,200.0000,
"CH","FINDELEN",389,2012,2500,2600,0.0506300,648,100.0000,-7527,200.0000,-6879,200.0000,
"CH","FINDELEN",389,2012,2600,2700,0.2800000,811,100.0000,-6352,200.0000,-5541,200.0000,
"CH","FINDELEN",389,2012,2700,2800,0.2287500,856,100.0000,-5588,200.0000,-4732,200.0000,
"CH","FINDELEN",389,2012,2800,2900,0.3418700,911,100.0000,-4485,200.0000,-3574,200.0000,
"CH","FINDELEN",389,2012,2900,3000,0.5868800,974,100.0000,-4047,200.0000,-3073,200.0000,
"CH","FINDELEN",389,2012,3000,3100,0.9768800,1043,100.0000,-3340,200.0000,-2297,200.0000,
"CH","FINDELEN",389,2012,3100,3200,1.7356300,1228,100.0000,-2647,200.0000,-1419,200.0000,
"CH","FINDELEN",389,2012,3200,3300,1.8343800,1329,100.0000,-1915,200.0000,-586,200.0000,
"CH","FINDELEN",389,2012,3300,3400,1.9450000,1502,100.0000,-1348,200.0000,154,200.0000,
